Author,Comment,Time,Cleaned_Comment,Sentiment_Score,Sentiment_Label
@josan5522,buzer senior itu,1 hari yang lalu,buzer senior,0,netral
@aliandika4147,Bpk Aryanto budak penguasa.,1 hari yang lalu,bpk aryanto budak kuasa,0,netral
@dediindriadi5457,Buta kejujuran krna uang,2 hari yang lalu,buta jujur krna uang,0,netral
@efikmulyadi8373,KARENA KAPOLRINYA TAKUT N SUNGKAN DGN JOKOWI,2 hari yang lalu,kapolrinya takut n sungkan dgn jokowi,-1,negatif
@FirdaFarda-e5w,Bpjs km katbya jg palsu,2 hari yang lalu,bpjs km katbya palsu,-1,negatif
@iminodhe4220,"​ @FirdaFarda-e5w  😂😂 apa hubungannya bpjs bang, Alhamdulillah bpjs saya mandiri, tdk berharap dgn bpjs gratis, kalo abang gimana bang ? Kelas 3 kah ?😂😂",2 hari yang lalu,ew apa hubung bpjs bang alhamdulillah bpjs mandiri tdk harap dgn bpjs gratis abang bang kelas,2,positif
@srisugesti4092,"Krn Ray panci cs koplak bin ngeyel,,maka dihadirkan sampai 7 biar nggak ngeyel,,,!!!!?",1 hari yang lalu,krn ray panci cs koplak bin ngeyelmaka hadir biar ngeyel,-1,negatif
@LutfiFakina-u4s,Ayo br orang jujur jgn mundur hdp pr  pembohong kebenaran pasti akan menang.,1 hari yang lalu,ayo br orang jujur jgn mundur hdp pr bohong benar menang,1,positif
@kamzah3925,​ @srisugesti4092  Siapakah dibelakang 7 saksi ahli itu?  Tentunya bukan Roy Suryo Cs.,1 hari yang lalu,siapa belakang saksi ahli tentu bukan roy suryo cs,1,positif
@FirdaFarda-e5w,​ @iminodhe4220  saya sekeluarga tidak ikut bpjs jk sakit ya berobat.dokter sj menyarankan hidup sehat jika tidak ingin sakit. Smg km jg tidak ikutan sakit jiwa tentang  tuduhan ijasah palsu ini,1 hari yang lalu,keluarga ikut bpjs jk sakit berobatdokter sj saran hidup sehat sakit smg km ikut sakit jiwa tuduh ijasah palsu,-3,negatif
@iminodhe4220,"​ @FirdaFarda-e5w  😂😂, maaf kaka, saya tdk terlalu penting untuk mengikuti pemberitaan soal ijazah, krna seseorang sudah berbohong maka tdk akan pernah jujur, dan biar anda jga menjaga pola hidup sehat, kalo Allah SWT sdah mentakdirkan anda untuk sakit, tdk akan pernah beralih ke orang lain penyakit anda",21 jam yang lalu,ew maaf kaka tdk terlalu penting ikut berita soal ijazah krna orang bohong tdk pernah jujur biar jga jaga pola hidup sehat allah swt sdah takdir sakit tdk pernah alih orang sakit,0,netral
@arisdermawan4120,😂😂😂😂,2 hari yang lalu,,0,netral
@SapariSapari-e4k,diaaaammm,2 hari yang lalu,diaaaammm,0,netral
@Sulimin-f2m,Modaaar,2 hari yang lalu,modaaar,0,netral
@theteams4502,"DIAAAAAM !!!
JEMPE ..!!!!
MENENG..!!!
SHUT UP...!!!!",2 hari yang lalu,diaaaaam jempe neng shut up,0,netral
@DiasSaputra-m3f,Brisiiiiiiik TOMPEL,2 hari yang lalu,brisiiiiiiik tompel,0,netral
@samanhudi1995,"Kejahatan boleh menang...tapi sifatnya utk sementara, kebenaranlah yg menyatakan,bahkan bisa menghacurkan semua kejahatan itu sendiri.....",2 hari yang lalu,jahat menangtapi sifat utk benar menyatakanbahkan menghacurkan semua jahat sendiri,-1,negatif
@mahmudzuhri8651,Kejahatan apa? Prasangka buruk aja tu,2 hari yang lalu,jahat apa prasangka buruk tu,-3,negatif
@isnawati-ii6pf,aamiiin,2 hari yang lalu,aamiiin,0,netral
@AllyaYeremia,Kekuatan jin,2 hari yang lalu,kuat jin,0,netral
@AditSajja-c3f,DULU TV 1 INI D ANGGP RUMAH NYA ABAHHH... JD GAK HERAN PEMBELA ODGJ PANCI CS BANYAK YG NIMBRUNG D TV 1 INI,2 hari yang lalu,dulu tv d anggp rumah nya abahhh heran bela odgj panci cs banyak nimbrung d tv,1,positif
@darsonoono8538,Si tompel itu hati kecilnya meng i ya kn bahwa pak Jokowi ijazahnya asli rokayane sudah terlanjur basah y tanggung gaya e hahaha eh,2 hari yang lalu,si tompel hati kecil meng i kn pak jokowi ijazah asli rokayane lanjur basah y tanggung gaya e hahaha eh,1,positif
@AlwiChannyman,Sifat kebohongan ada klo sifat kenegarawanan ada yaitu mantan presiden yg lain. 😮,1 hari yang lalu,sifat bohong klo sifat kenegarawanan mantan presiden,-1,negatif
@mokhamatismailismail2465,Ya begitulah sifat PKI.,1 hari yang lalu,begitu sifat pki,0,netral
@BOBAChanel-s1g,Ndasmu😂,1 hari yang lalu,ndasmu,0,netral
@BOBAChanel-s1g,​ @AlwiChannyman iya iya si paling bohong😂,1 hari yang lalu,iya iya si paling bohong,-1,negatif
@eddirmannurdin1091,"Masalah ecek2 dibuat ribet  oleh Mulyono, dibutuhkan kejujuran dalam pembuktian kasus ini. Diduga apa yang dikataka atau ditulis pengarang buku jokowi undercover itu benar adanya.",1 hari yang lalu,masalah ecek buat ribet mulyono butuh jujur bukti kasus duga apa kataka tulis arang buku jokowi undercover benar ada,0,netral
@pabriksepatupakekobinjai,Masyarakat koq selalu di takut takuti,1 hari yang lalu,masyarakat koq selalu takut takut,-2,negatif
@muhammadfahman9914,Ahmad emang jago.. hebat loe... Simple mudah dicernak keterangan ente.. Sehat slalu ya bang..,1 hari yang lalu,ahmad jago hebat loe simple mudah dicernak terang ente sehat slalu bang,4,positif
@vivosiantar1274,INGAT!! AZAB ALLAH SANGAT LAH PEDIH,1 hari yang lalu,ingat azab allah sangat lah pedih,0,netral
@meresmaik8952,Sekali palsu sampai kiamat tetap palsu ijazah Jokowi,2 hari yang lalu,sekali palsu kiamat tetap palsu ijazah jokowi,-2,negatif
@MuhamadFahmialimudin,"hahahahaha giliran laporan pak jokowi melibatkan 7 ahli, lah yg meng identifikasi ijazah nya kok ga melibatkan ahli juga....kocak",2 hari yang lalu,hahahahaha gilir lapor pak jokowi libat ahli lah meng identifikasi ijazah nya kok libat ahli jugakocak,2,positif
@yyChanel,"Berani bayar mahal untuk menutupi kebohongan, untuk menutupi kejahatan yg mengunung...!!!",1 hari yang lalu,berani bayar mahal tutup bohong tutup jahat mengunung,-2,negatif
@AdrielSamosir-m9r,"Tidak ada pencemaran nama baik, lihat aj kalau ijazah Jokowi tidak di tunjukkan...kami rakyat akan turun ke jalan",2 hari yang lalu,cemar nama baik lihat aj ijazah jokowi tunjukkankami rakyat turun jalan,1,positif
@JackDaniels5544,Nty klo polisi yg ngomong ga percaya makanya biar ahli aja yg ngomong . Tapi ahlinya dr sana juga wkwkkw . Ribet bngt ya,1 hari yang lalu,nty klo polisi ngomong percaya makanya biar ahli ngomong ahli dr sana wkwkkw ribet bngt,1,positif
@ediportal4063,Ijazah nya tunjukkan dong biar rakyat tau,2 hari yang lalu,ijazah nya tunjuk biar rakyat,0,netral
@boedyibenkz1596,"Bang Ahmad Khosinudin Semangat terus,, sehat selalu dan tegakan selalu kebenaran dan keadilan di Negeri ini",1 hari yang lalu (diedit),bang ahmad khosinudin semangat sehat selalu tega selalu benar adil negeri,3,positif
@santosogondowijoyo4003,Semakin ditutup tutupi semakin yakin kalo ijazah diduga kuat palsu,2 hari yang lalu,makin tutup tutup makin yakin ijazah duga kuat palsu,-2,negatif
@danisukmadi9570,Saya ragu ini pa Aryanto itu termasuk polisi jujur atau  polisi penjilat ya . . . Kok dah pensiun juga narasi itu seperti penjilat . . . Heran ya . . .,1 hari yang lalu,ragu pa aryanto masuk polisi jujur polisi jilat kok pensiun narasi jilat heran,1,positif
@NehruNehru-j9j,"adili jowoki dan aryanto ini dan para PH jokowi, dah jelas ijazah mulyono itu palsu, tapi para PH jokowi ini berusaha mau menutupi",2 hari yang lalu,adil jowoki aryanto ph jokowi jelas ijazah mulyono palsu ph jokowi usaha tutup,-1,negatif
@Ibukembang,Kejujuran akan membukakan kebenaran.... Allah lah yang maha tau segalanya.,1 hari yang lalu (diedit),jujur buka benar allah lah maha segala,2,positif
@DahlanFachir,"Pak Ahmad  Khuzinudin ini pengacara handal dan berilmu,cepat org mengerti♥️",1 hari yang lalu,pak ahmad khuzinudin acara handal berilmucepat org erti,1,positif
@fahryismael21,Masih adakah orang jujur di negri ini?,2 hari yang lalu,ada orang jujur negri,1,positif
@212Indonesia,"TERUSLAH KEBOHONGAN KALIAN TUTUPI, KEJUJURAN KALIAN BUNGKAM, KETIDAK ADILAN DIPERTONTONKAN. PARAH EMANG HUKUM DAN PENEGAK HUKUM DI INDONESIA.. URUSAN SEPELE GAK KELAR2.. RUWEEEEETT...",1 hari yang lalu,terus bohong kalian tutup jujur kalian bungkam tidak adil tonton parah hukum tegak hukum indonesia urus sepele kelar ruweeeeett,-2,negatif
@HRS_production,"Indonesia gak boleh ada orang baik, jujur dan cerdas😢",17 jam yang lalu,indonesia orang baik jujur cerdas,3,positif
@nurivictory,Ahhhh pengacara ngomong kebenaran mencari jalannya sendiri......meniru kata2 orang jujur jokowi banyak bohong,2 hari yang lalu,ahhhh acara ngomong benar cari jalan sendirimeniru kata orang jujur jokowi banyak bohong,2,positif
@blacklist4460,Alhamdulilah kalau km mau turun ke jalan untuk bersih bersih sampah,2 hari yang lalu,alhamdulilah km turun jalan bersih bersih sampah,1,positif
@mohqomarifauzan2530,Kamu saja yang turun emak emak militan abah diajak ya. Jangan lupa,2 hari yang lalu,kamu turun emak emak militan abah ajak jangan lupa,-1,negatif
@EfriYunir,Saya ikut turun kejalan utk menegakkan keadilan,2 hari yang lalu (diedit),ikut turun jalan utk tegak adil,0,netral
@dionsoebastyanofficial7032,Turun aja kejalan jangan lupa bawa panci sambil teriak tambal panci tambal panci,2 hari yang lalu,turun jalan jangan lupa bawa panci teriak tambal panci tambal panci,-4,negatif
@ahmass743,Rakyat yang mana ? Ini hanya orang2 sakit hati dan pasukan nya saja.,2 hari yang lalu,rakyat mana orang sakit hati pasu nya,0,netral
@Lusino-t5x,Monggo turun kejalan yg penti g tertib. Dan jgn menggsnggu yg lain    dan jgn mengganggu ke plentingan umum,2 hari yang lalu,monggo turun jalan penti g tertib jgn menggsnggu jgn ganggu plentingan umum,1,positif
@sitichodijah172,Turun aja lumayan dpt nasi bungkus,2 hari yang lalu,turun lumayan dpt nasi bungkus,1,positif
@elwingusmarlase,Rakyat mana??? Kau aja sama anak2 abah 😂,1 hari yang lalu,rakyat mana kau anak abah,0,netral
@dadsaccount8354,"Klo ijazah lo gw bilang palsu, lo mau tunjukkan?",2 hari yang lalu,klo ijazah lo gw bilang palsu lo tunjuk,-1,negatif
@Atiiiii-el4th,"Tunggu d pengadiln bkn km yg d lwn d minta ijazahmu lsg km perlhtkn, apa km jamin klo d perlhtkn skrg lsg diam itu g mungkin pasti ada celahx dp g ada akhirx mkx d pengadilan n terbuka unt umum jd klhtan nt sp yg sll buat hoax sp yg benar n  sppun yg slh hrs d hukum krn neg kt neg hukun bkn hukum rimba",2 hari yang lalu,tunggu d pengadiln bkn km d lwn d minta ijazah lsg km perlhtkn apa km jamin klo d perlhtkn lsg diam g mungkin celahx dp g akhirx mkx d adil n buka unt umum klhtan nt sp sll buat hoax sp benar n sppun slh hrs d hukum krn neg kt neg hukun bkn hukum rimba,0,netral
@AndreaVikenzu,Di duga kuat rezmon alumni yamaguchi gadungan,1 hari yang lalu,duga kuat rezmon alumni yamaguchi gadungan,-1,negatif
@sularamborodewi1411,Kasian anda cuma segitu pengetahuan anda . Nanti anda tinggal tunggu hasilnya.,1 hari yang lalu,kasi segitu tahu tinggal tunggu hasil,0,netral
@jefrisupriyadi5541,"Yang di adili itu roy suryo yang sampai sekarang belum mengembalikan yang di bawa pulang oleh roy suryo, seperti cendok, panci, kasur, almari, piring, dll, miskin banget roy suryo ini barang dapur aja di bawa pulang, pantes aja suaranya roy suryo nyaring kayak perabotan dapur yang dia curi",1 hari yang lalu,adil roy suryo kembali bawa pulang roy suryo cendok panci kasur almari piring miskin roy suryo barang dapur bawa pulang pantes suara roy suryo nyaring perabot dapur curi,-3,negatif
@Unaspiaggio,Pengacara sandal japit,1 hari yang lalu,acara sandal japit,0,netral
@YusufUbuy-m3d1i,1001,1 hari yang lalu,,0,netral
@kridantoroda9647,"Kebenaran itu selalu sederhana dan  kebohongan selalu rumit dan berkelok-kelok..
- Leo Tolstoy -",1 hari yang lalu,benar selalu sederhana bohong selalu rumit berkelokkelok leo tolstoy,0,netral
@aksaramawar2074,Bapak simpelnya Jokowi tunjukan Ijasah Asli selesai... setelah Terbukti Asli org² tersebut lansung tangkap dan sebaliknya tidak asli tangkap jokowi.,1 hari yang lalu,bapak simpel jokowi tunjuk ijasah asli selesai bukti asli org sebut lansung tangkap balik asli tangkap jokowi,3,positif
@Mr.Rundell,pokoknya untuk pejuang kebenaran semoga selalu di beri kesehatan dan ungkap yang sebenarnya terjadi,3 jam yang lalu,pokok juang benar moga selalu beri sehat ungkap benar jadi,3,positif
@annmary4788,Bukan fitnah itu pakta kalian lindungi pembohong kami sebagai rakyat Indonesia Sudah Muak dgn kebohongan jokowi,2 hari yang lalu,bukan fitnah pakta kalian lindung bohong rakyat indonesia muak dgn bohong jokowi,-3,negatif
@DedeHerdyansyah,Jangan lawan orang baik orang baik di lindungi tuhan yang maha esa dan rakyat yang cerdas dan waras ❤,2 hari yang lalu,jangan lawan orang baik orang baik lindung tuhan maha esa rakyat cerdas waras,2,positif
@ismetinonu3625,Saat nya jokowi di adili,1 hari yang lalu,nya jokowi adil,0,netral
@Sablenkben,Mantap p.Ahmad....❤❤❤,1 hari yang lalu,pahmad,0,netral
@mayorugi,Waaaah 2 lawan 1....😅😂😅😂 penasehat kapolri termasuk dalam Jokomania....😅😂,2 hari yang lalu,waaaah lawan nasehat kapolri masuk jokomania,-1,negatif
@Sukardi1970-i7r,"Saya yakin para ahli pasti masuk angin,kecuali dari pihak Roy Suryo cs ada yg mewakili baru adil.Tapi kalau para ahli yg mendatangkan Bareskrim ya pasti dagelan.waduuuuh kalo gak ada kerjaan tidur ajalah.",2 hari yang lalu,yakin ahli masuk anginkecuali pihak roy suryo cs wakil baru adiltapi ahli datang bareskrim dagelanwaduuuuh kerja tidur aja,3,positif
@RudyJanatra,"YANG MAU MASYARAKAT DAN SELURUH RAKYAT INDONESIA ITU MELIBATKAN  AHLI AHLI DAN TEAM  DARI PAKAR PAKAR DARI LUAR NEGERI AGAR  HARUS FAIR, NETRAL DAN DUDUK BERSAMA SAMA POLISI, TEAM ROY SURY, RISMON DAN LAIN LAINNYA TERMASUK DI BUKA DAN DI PUBLIK SAKSIKAN  MASYARAKAT DAN SELURUH RAKYAT INDONESIA.",2 hari yang lalu,masyarakat seluruh rakyat indonesia libat ahli ahli team pakar pakar luar negeri fair netral duduk sama polisi team roy sury rismon lain masuk buka publik saksi masyarakat seluruh rakyat indonesia,2,positif
@wagiyowagiyo3487,"Betul Bang Khozinudin... 
Semangat... 
Semoga sukses... 
Ijazah ditunjukkan di pengadilan... 
Ijazah itu asli/palsu ditetapkan oleh hakim yang adil....",20 menit yang lalu,betul bang khozinudin semangat moga sukses ijazah tunjuk adil ijazah aslipalsu tetap hakim adil,3,positif
@GulPeralihan-m1b,Pastikan dulu izajah asli baru masukkan pasal pasal.,2 hari yang lalu,pasti dulu izajah asli baru masuk pasal pasal,1,positif
@m3npopcool,Dan semua Ahli sudah dipastikan Ternak Mulyono 😂😂😂,2 hari yang lalu,semua ahli pasti ternak mulyono,1,positif
@Al-Ghozali4094,"BRAVO ARYANTO.
Kamu telah berjuang lusr biasa  untuk mendukung dan melindungi semua kebohongan dan kejahatan mulyono.  Sejarah akan mencatatnya dan rakyat akan selalu mengingatnya.",1 hari yang lalu,bravo aryanto kamu juang lusr biasa dukung lindung semua bohong jahat mulyono sejarah catat rakyat selalu ingat,-2,negatif
@nurulHastia-h1g,Semoga Allah selalu bersama pak khozinudin kesehariannya,16 jam yang lalu,moga allah selalu sama pak khozinudin hari,0,netral
@RivaldoBastiam,"Dari wujud skripsi  yg di unggah
Dan ketidaksinkonan ucapan mbah kasmujo ( bkn dosen pembimbing dan dosen akademik ) serta ijazah i1120 yg tidak simetris huruf dan logo dgn ijazah 115..1117...itu sdh membuktikan",2 hari yang lalu,wujud skripsi unggah ketidaksinkonan ucap mbah kasmujo bkn dosen bimbing dosen akademik ijazah i simetris huruf logo dgn ijazah sdh bukti,0,netral
@SaifulAnugrah,"kebiasaan ngakali hukum, siapa yang percaya... semuanya serba direkayasa.",2 hari yang lalu,biasa ngakali hukum siapa percaya semua serba rekayasa,-1,negatif
@dediflorenza8243,Allah bersamamu bung AK..mau 7 atw lebih saksi ahli rakyat Ind selalu berdoa utkmu,2 hari yang lalu,allah sama bung akmau atw lebih saksi ahli rakyat ind selalu doa utkmu,1,positif
@dinarochmawati7559,Setuju sekali dengan statemen om khozinudin. Nanti saksi2 ahli itu disuap biar menang 😢,3 jam yang lalu (diedit),tuju sekali statemen om khozinudin saksi ahli suap biar menang,2,positif
@yadinuralami7678,"Knapa utk pasal ujaran kebencian ada 7 ahli tpi utk uji keaslian ijazah gak ada, bhkn ijazah asli aja kagak ada... cek dong sama ahli bhsa semua jejak digital jokowi, kok jelas bngt berat sebelah polri",2 hari yang lalu,knapa utk pasal ujar benci ahli tpi utk uji asli ijazah bhkn ijazah asli kagak cek ahli bhsa semua jejak digital jokowi kok jelas bngt berat belah polri,1,positif
@ErniWati-wq5hj,Orang baik yg mana klu boleh tau,2 hari yang lalu,orang baik mana klu,1,positif
@madkobar3384,Lagian orang baik ga akan punya musuh,2 hari yang lalu,lagi orang baik punya musuh,0,netral
@moh.aryadi9325,"Setuju , orang2 baik rismon cs pasti di lindungi Tuhan krn akan membongkar kebohongan selama puluhan tahun , benar2 bengis ratusan juta rakyat Indonesia di tipu bertahun tahun tanpa rasa bersalah",2 hari yang lalu,tuju orang baik rismon cs lindung tuhan krn bongkar bohong lama puluh tahun benar bengis ratus juta rakyat indonesia tipu tahun tahun rasa salah,-3,negatif
@arisdermawan4120,Kami juga jokomania...😂...elu aja yg cuma 3 ekor😂,2 hari yang lalu,jokomaniaelu ekor,0,netral
@Narwoko-z6t,Jangan sombong saya pendukung Kejujuran,2 hari yang lalu,jangan sombong dukung jujur,1,positif
@mahmudzuhri8651,"Kejujuran apo, hoax semua",2 hari yang lalu,jujur apo hoax semua,1,positif
@FaizCell-q2l,​ @Narwoko-z6t  pendukung kejujuran ya bang? 🤔🤔🤔 Tapi kayaknya nggak deh...😂😂😂.,2 hari yang lalu,zt dukung jujur bang kayak,2,positif
@SAPUJAGAT-24,jgn jgn pembela jowki,2 hari yang lalu,jgn jgn bela jowki,0,netral
@theteams4502,"​ @arisdermawan4120 
DIAAAAAM!!
JEMPE...!!!!!!",2 hari yang lalu,diaaaaam jempe,0,netral
@Atiiiii-el4th, @SAPUJAGAT-24 pembela kebenaran bkn pembela pembuat hoax,2 hari yang lalu,bela benar bkn bela buat hoax,1,positif
@AlFattah-m4v,Termul bersatu biarkan nanti juga ada saatnya kebenaran menunjukkan jalannya.,2 hari yang lalu,termul satu biar saat benar tunjuk jalan,1,positif
@arisdermawan4120,​ @theteams4502 elu yang DIAAAMMMM....TUA BANGKA😂,1 hari yang lalu,elu diaaammmmtua bangka,0,netral
@wardaydrong,"SDM rendah
Alias botol 😂😂",2 hari yang lalu,sdm rendah alias botol,-1,negatif
@DolattaGinting-k1z,Sejarah akan mencatat siapa yg berbohong...yg.simpel dibikin jd ruwet.,1 hari yang lalu,sejarah catat siapa berbohongygsimpel bikin ruwet,0,netral
@sularamborodewi1411,"Allah tidak akan bersama dengan orang salah, itu pasti dn benar.",1 hari yang lalu,allah sama orang salah dn benar,0,netral
@HengkiIrawwan,Ya udah kebaca bro.. mirip seperti penanganan gus nur & bambang tri 😂😂😂,1 hari yang lalu,baca bro mirip tangan gus nur bambang tri,0,netral
@Naylajewelry,"Saya melihatnya pernyataan penasehat kepolisian cendrung bela jokowi dan kepada yg meneliti di anggap menuduh ijazah palsu, padahal mereka"" awalnya melihat dari rektor UGM dan kader PSI yg di tunjukan ijazahnya jokowi , lalu pak Rismon meneliti ke UGM dan menemui kejanggalan , lalu rame"" mengunjungi ke UGM , nah itu yg saya tahu dari melihat berita"" nya di media",2 hari yang lalu,lihat nyata nasehat polisi cendrung bela jokowi teliti anggap tuduh ijazah palsu padahal awal lihat rektor ugm kader psi tunjuk ijazah jokowi lalu pak rismon teliti ugm temu janggal lalu rame unjung ugm nah lihat berita nya media,-2,negatif
@AufaNur-eq3ky,"Polisi sepertinya jadi ternak Mulyono, ganti kalpori Sigit itu baru masalah ijasahnya Mulyono bisa diselesaikan dgn sebenarnya",2 hari yang lalu,polisi seperti ternak mulyono ganti kalpori sigit baru masalah ijasahnya mulyono selesai dgn benar,1,positif
@Duryat-d6l,"Manusia tukang bohong, walau dia benar pun tdk ada yg percaya, yg tersirat dlm benak masyarakat dia sll berbohong",3 jam yang lalu,manusia tukang bohong benar tdk percaya sirat dlm benak masyarakat sll bohong,-1,negatif
@kinggzioo,"Tidak akn adil,klau kplri nya m sy h listio sigit",1 hari yang lalu,akn adilklau kplri nya m sy h listio sigit,0,netral
@mustajabsaputra6494,"Penasehat apaan ini. Cocok, penasehat di nusa kambangan. Ini org, terlalubanyak air mulutnya",2 hari yang lalu,nasehat apa cocok nasehat nusa kambang org terlalubanyak air mulut,1,positif
@agusprawoto4909,Tuntaskan dahulu asli atau palsu baru menuntut...gimana sih.,2 hari yang lalu,tuntas asli palsu baru menuntutgimana,0,netral
@NurRohmawati-pb7ft,Pal Ahmad ini pengacara yg cerdas. Sehat selalu.....,1 hari yang lalu,pal ahmad acara cerdas sehat selalu,2,positif
@sugengumartono8323,"luar biasa ahmad khosinudin, kejujuran itu mmng sederhana dan mudah pembuktiannya,kebohongan yg sangat ribet mbulet",2 hari yang lalu,luar biasa ahmad khosinudin jujur mmng sederhana mudah pembuktiannyakebohongan sangat ribet mbulet,0,netral
@garwiwinarso2182,"Ya Allah lindungilah orang yang menegakkan kebenaran dan keadilan, azab lah orang yang melindungi kebohongan",2 hari yang lalu,allah lindung orang tegak benar adil azab lah orang lindung bohong,0,netral
@BatuMandi-z3t,Nyata pakta ijazah jokowi palsu 😂😂😂😂😂,2 hari yang lalu,nyata pakta ijazah jokowi palsu,-1,negatif
@Ronald-k4o9k,Saya percaya  akan melibatkan banyak ahli independen yng  berkompeten memeriksa ijazah Jokowi ini,22 jam yang lalu,percaya libat banyak ahli independen yng kompeten periksa ijazah jokowi,2,positif
@RezaThaherNasution,OCCRP😊,2 hari yang lalu,occrp,0,netral
@VivoPertama-m2r,"Enak dengar bicaranya bang ahmad nampak orang yg berilmu dan beretika, bicaranya berisi, berdasarkan fakta keterbukaan informasi,, tidak ada yg di selimuti",2 hari yang lalu,enak dengar bicara bang ahmad nampak orang beril etika bicara isi dasar fakta buka informasi selimut,1,positif
@rasulhamidi772,Seharusnya Bareskrim mempublikasikan ijazah Jkw ke publik DEMI pencegahan penggunaan ijazah PALSU utk jadi pejabat publik/ Preciden. Padahal setiap orang (publik) berhak tahu sampai ungkapkan asli/ palsunya ijazah pejabat publik/ mantan sesuai ketentuan Pasal 28 F & Pasal 28 J ayat (1) UUD 1945 dan Pasal 18 ayat (2) huruf b UU KIP dan Pasal 18 ayat (2) huruf b UU KIP. Artinya pak Rismon CS tidak bisa dipidanakan karena bertentangan dengan pasal pasal yg disebutkan di atas.,2 hari yang lalu,bareskrim publikasi ijazah jkw publik cegah guna ijazah palsu utk jabat publik preciden padahal orang publik hak ungkap asli palsu ijazah jabat publik mantan sesuai tentu pasal f pasal j ayat uud pasal ayat huruf b uu kip pasal ayat huruf b uu kip arti pak rismon cs pidana tentang pasal pasal sebut atas,-1,negatif
@gilabola9297,"Menurut saya ini polemik lucu ,menggelikan dan memalukan ... karna apa ? Karna ini di lakukan oleh orang2 yang berpendidikan tinggi",12 jam yang lalu,polemik lucu geli malu karna apa karna laku orang didik tinggi,-1,negatif
@ras77rohhana37,Ganti.pk.ariyanto.dugu.perusak.hukum.yg.benar..jadi.salah.,2 hari yang lalu,gantipkariyantoduguperusakhukumygbenarjadisalah,0,netral
@barokahputra7091,"Allohu Akbar.mantab.
Adili Jokowi",2 hari yang lalu,allohu akbarmantab adil jokowi,0,netral
@antonsalindrah5054,Sudah terang benderang ini IJAZAH PALSU😡😡,1 hari yang lalu,terang benderang ijazah palsu,0,netral
@Prawirodirwdjo,Wah… Pak Ahmad dikeroyok nih.. tetap semangat Pak Ahmad,1 hari yang lalu (diedit),pak ahmad keroyok tetap semangat pak ahmad,2,positif
@DaniTri-j6i,"Tolong jgn undang lagi Ariyanto ! Ngomongnya udah nggak jelas
Dan dia bukan humas polri",1 hari yang lalu,jgn undang ariyanto ngomongnya jelas bukan humas polri,0,netral
@dodol9792,Pembuktiannya tuduh sana.. tuduh sini...😂,2 hari yang lalu,bukti tuduh sana tuduh sini,0,netral
@nurulintania,Peettlah,1 hari yang lalu,peettlah,0,netral
@alexsander12a3,Kalo omongan nya termul munntahhhh aku 😂😂😂😂😂😂 ngedabrus kaya mobil ghoib esemka yang ngateliiiiiii,1 hari yang lalu,omong nya termul munntahhhh aku ngedabrus mobil ghoib esemka ngateliiiiiii,0,netral
@surantobsc9414,Biarkan diadu di persidangan langsung biar masyarakat tahu kebenaran juga...,2 hari yang lalu,biar adu sidang langsung biar masyarakat benar,1,positif
@rasulhamidi772,"​ @surantobsc9414 
Anda telah sengaja.menghina HAM.orang lain (publik) utk tahu informasi sampai ungkapkan asli/ palsunya ijzah Jkw. Anda telah langgar atau sembunyikan pasal pasal yg telah.diaebutkan di atas.",2 hari yang lalu,sengajamenghina hamorang publik utk informasi ungkap asli palsu ijzah jkw langgar sembunyi pasal pasal telahdiaebutkan atas,0,netral
@galihamiruddin-yc9kp,Betul sekali . Ariyanto jangan dipakai,2 hari yang lalu,betul sekali ariyanto jangan pakai,0,netral
@FaizCell-q2l,"Benar dari mana kalian? Bedakan antara menduga dan memfitnah, ingatt ... Jejaak digital itu masih ada.",2 hari yang lalu,benar mana kalian beda duga fitnah ingatt jejaak digital,0,netral
@AgungSokhibalmuna,Setuju,19 jam yang lalu,tuju,0,netral
@IchalYt-y8j,Diiiiiiaaaaaaammmmmmmmm😂😅😂😅😂😅,2 hari yang lalu,diiiiiiaaaaaaammmmmmmmm,0,netral
@alfonsokondo5751,"Ahmad mulai goyang tuhhh, keliatan banget GK tenang 😂😂😂 mata ila ala tuhhh😅😅😅",1 hari yang lalu,ahmad mulai goyang tuhhh liat gk tenang mata ila ala tuhhh,1,positif
@fahrukiperdana7486,ahmad ni juga dong,11 jam yang lalu,ahmad ni,0,netral
@CakPur-y3d,Luar biasa bang Ahmad..aangat gamblang sekali cara ngomongnya..masyakat insyaallah bisa menilai...semangat bang ahmad...semoga diberikan sehat selalu..demi memperjuangkan kebenran..Aminnn,1 hari yang lalu,luar biasa bang ahmadaangat gamblang sekali cara ngomongnyamasyakat insyaallah menilaisemangat bang ahmadsemoga beri sehat selaludemi juang kebenranaminnn,0,netral
@Ferli_Bengli,"Mantap untuk host laki-laki, kritis dan pemberani",1 hari yang lalu,host lakilaki kritis berani,-1,negatif
@Defry.Ardian,"Kebenaran hanya ada 1 versi, sedangkan kebohongan akan ada banyak versi untuk menutupi kebohongannya",1 hari yang lalu,benar versi bohong banyak versi tutup bohong,0,netral
@opazheyazheya1202,"Tujuh ahli itu harus independen, dan pemeriksaanya harus live, biar masyarakat tahu, biar percaya, biar gak gaduh",1 hari yang lalu,tujuh ahli independen pemeriksaanya live biar masyarakat biar percaya biar gaduh,1,positif
@Nazmi57,"Mari kita do,akan untuk yang membela/membuat kebohongan akan mendapat Azab 7turunan",1 hari yang lalu,doa membelamembuat bohong dapat azab turun,-1,negatif
