Author,Comment,Time,Cleaned_Comment
@wasissabdono829,Ariyanto bukan penasihat kapolri tapi jubirnya Mulyono,1 hari yang lalu,ariyanto bukan nasihat kapolri jubirnya mulyono
@wondopea5582,mantab... jawaban cerdas mas khozinudin...teruskan mas ...bela yg menurut anda benar,2 hari yang lalu,mantab jawab cerdas mas khozinudinteruskan mas bela benar
@MuarofahGalaxy,Yang dibutuhkan bukan orang yang ahli tapi orang yang netral indenpenden tapi tidak menihak salah satu pihak.,1 hari yang lalu,butuh bukan orang ahli orang netral indenpenden menihak salah satu pihak
@dedyj6377,Tidak perlu AHLI tapi yang dibutuhkan ijasah ASLI,1 hari yang lalu,perlu ahli butuh ijasah asli
@Fathurochman-s6p,Sgt cerdas mz akhmad. Maju trus orang2 waras bersamamu,2 hari yang lalu,sgt cerdas mz akhmad maju trus orang waras sama
@mamanrohmana1750,Sebaiknya ada perwakilan ahli dari pihak Dr.Suryo agar lebih obyektif!,2 hari yang lalu,baik wakil ahli pihak drsuryo lebih obyektif
@al-asrvipwater3380,TERIMAKASIH PAK KASMUDJO TELAH BERKATA JUJUR,1 hari yang lalu,terimakasih pak kasmudjo kata jujur
@KalilStj,YA Alloh menang kan kebenaran ya Alloh lindungi para pejuang kebenaran,2 hari yang lalu,alloh menang kan benar alloh lindung juang benar
@Supardi57,Pak Ahmad khozinudin sangat mencerdaskan,2 hari yang lalu,pak ahmad khozinudin sangat cerdas
@chairunnisajamiltanjung6442,"Ijazahnya mana bos
Tunjukkan sajalah mengapa takut menunjukkan biar jangan terpecah pendapatnya",2 hari yang lalu,ijazah mana bos tunjuk saja takut tunjuk biar jangan pecah dapat
@SoidiEfendi,Pengacara yg cerdas jauh dari penjilat pak ahmad apa yg di kemukaan nya berdasar kan pakta yg ada masuk akal semua pegacara bukan ikut berbohong mantaf pak ahmad maju terus demi negeri ini bisa jujur,1 hari yang lalu,acara cerdas jauh jilat pak ahmad apa muka nya dasar kan pakta masuk akal semua pegacara bukan ikut bohong mantaf pak ahmad maju negeri jujur
@johnalendra8126,Diawali dengan kebohongan  akan ditutup dengan kebohongan berikutnya. Itulah yang terjadi pada Jokowi,2 hari yang lalu,awal bohong tutup bohong ikut jadi jokowi
@densachannel,SEMOGA PAK KASMUJO SEHAT WALAFIAT,2 hari yang lalu,moga pak kasmujo sehat walafiat
@mmuslim1928,Harus siapkan juga saksi ahli KEJUJURAN.,2 hari yang lalu,siap saksi ahli jujur
@AndyharisNugraha-x3r,Sangat nyata kasus ini pasti mirip spt yg terjadi PD Gus nur n Bambang try,17 jam yang lalu,sangat nyata kasus mirip spt jadi pd gus nur n bambang try
@zainularifin4173,Kebohongan tidak mungkin ada tempat kemenangan..,2 hari yang lalu,bohong mungkin tempat menang
@teguhfarel5307,lalu? kalo pak jokowi yg benar. gimana?,1 hari yang lalu,lalu pak jokowi benar
@harunecan7067,"lah.. kan kenyataanya pak Jokowi yg bener..

trus gmn urusanya???",1 hari yang lalu,lah kan kenyataanya pak jokowi bener trus gmn urusanya
@GogelGoogol,"​ @zainularifin4173 kata siapa? Kita semua yg lahir dan bsr di Indonesia PASTI TAU hukum di Indonesia seringkali tajam kebawah tumpul keatas, gmna bobroknya kepolisian/hakim Indonesia, yg menang yg berkuasa dan berduit.",1 hari yang lalu,kata siapa semua lahir bsr indonesia hukum indonesia seringkali tajam bawah tumpul atas gmna bobrok kepolisianhakim indonesia menang kuasa duit
@Lusino-t5x,Betul memang gitu pihsk penggugat dan tergugat  hsrus menghsdili di persidsngan  dan menerima hasil keputusan.  Saling mengadu data.,2 hari yang lalu,betul memang pihsk gugat gugat hsrus menghsdili persidsngan terima hasil putus saling adu data
@masmaskur1794,stuju. itu cara untuk adil klir terang bnderang.,2 hari yang lalu (diedit),stuju cara adil klir terang bnderang
@surantobsc9414,Kan udah dibilang identik tapi belum otentik. Hanya satu pihak yang mutusin,2 hari yang lalu,kan bilang identik otentik satu pihak mutusin
@gedesumenasa7704,Datangkan ahli forensik dari luar negeri dg disaksikan jga oleh ahli forensik masing2 biar tuntas.,2 hari yang lalu,datang ahli forensik luar negeri dg saksi jga ahli forensik masing biar tuntas
@denybagusputra," @gedesumenasa7704  intinya hasil penelitian forensik harus fair dan tidak takut untuk diuji atau chalenge oleh peneliti lain yang kredibel.
Masalahnya hasil uji forensik saat ini yg dikatakan identik tidak membolehkan pihak lain untuk melakukan chalenge ilmiahnya.
Maka ini yg jadi polemik seolah-olah putusan adalah sepihak",2 hari yang lalu,inti hasil teliti forensik fair takut uji chalenge teliti kredibel masalah hasil uji forensik kata identik boleh pihak laku chalenge ilmiah polemik seolaholah putus pihak
@Cevi-g3k,"mana mau pihak wiwi begitu, 7 ahli itu juga perlu dipertanyakan .....tau sendiri parcok masih dibawah kendali wiwi apapun cara akan dilakukan demi majikannya .",2 hari yang lalu,mana pihak wiwi ahli perlu tanya sendiri parcok bawah kendali wiwi apa cara laku majikan
@cahyabuana6105,Emang harusnya gitu..faktanya ijasah jokowi entah di mana,2 hari yang lalu,harus gitufaktanya ijasah jokowi entah mana
@Syifa5877-p8u,Sdh diraba dan diterawang oleh org² labfor lho. Dan tanpa keraguan mereka bilang itu asli😂,2 hari yang lalu,sdh raba terawang org labfor lho ragu bilang asli
@masmuhmu3420,"Sependapat👍, ini tdk berpihak ke siapapun. Tujuannya mencari kebenaran bukan pembenaran.",2 hari yang lalu,dapat tdk pihak siapa tuju cari benar bukan benar
@EndangSusilowati-p4q,"Bukannya TDK percaya Ama Jokowi, hanya rakyat SDH terlalu banyak dibohongi...ayoooo....kita cari apa SJ kebohongannya, ngomong bohong kaya ngga bersalxhkan..nah itulah BPK Jokowi.",1 hari yang lalu,bukan tdk percaya ama jokowi rakyat sdh terlalu banyak dibohongiayooookita cari apa sj bohong ngomong bohong ngga bersalxhkannah bpk jokowi
@anaknakal9677,"intinya h t i dan f p i, aliran sesat 😂",1 hari yang lalu,inti h t i f p i alir sesat
@pandiadul1570,"Setuju,saya juga bukan pembela Roy Suryo cs,tp klw glagat nya kaya gini ya di pastikan palsu ijazah jokowi",1 hari yang lalu,setujusaya bukan bela roy suryo cstp klw glagat nya pasti palsu ijazah jokowi
@pakhoythailand9975,"Mau di periksa ahli dari planet namex pun, pihak roy panci dan gerombolannya,KADRUN ANAK ABAH FPI DAN HTI, nggak bakalan percaya 😂😂😂",1 hari yang lalu,periksa ahli planet namex pihak roy panci gerombolannyakadrun anak abah fpi hti bakal percaya
@Bukanwakilrakyatind,"Kalau polri usut kasus ini , hnya ada 2 pilihan, ijazah palsu atau kapolri di copot,, kalau presiden ambil alih kasus ini, akan di cap penghiatan, penghianat rakyat atau pengkhianat jokibul,, ketidakpastian yg bisa di usahakan untuk menyelesaikan kasus ini hanya kejagung dan dpr😅😅",1 hari yang lalu (diedit),polri usut kasus hnya pilih ijazah palsu kapolri copot presiden ambil alih kasus cap penghiatan penghianat rakyat khianat jokibul ketidakpastian usaha selesai kasus jagung dpr
@muhtarabanmasduki4508,Setuju...,1 hari yang lalu,tuju
@muhtarabanmasduki4508,Walaupun melibatkan banyak ahli kalau pihak ahli dari pelapor dan terlapor tidak dihadirkan gak akan berkualitas.,1 hari yang lalu,walaupun libat banyak ahli pihak ahli lapor lapor hadir kualitas
@dadansofyan8032,"Orang sudah pada baca dan melihat koran KR..yang edisi terbitan 1980 yang memuat Hasil Sipenmaru..Fak..kehutanan  di UGM...naah nama "" orang yang lulus tercantum di koran KR..😮",1 hari yang lalu,orang baca lihat koran kryang edisi terbit muat hasil sipenmarufakkehutanan ugmnaah nama orang lulus cantum koran kr
@NK_Maskur84,Kalau gitu tar jadi cepat selesai dong kasusnya.... 😁😁,1 hari yang lalu,tar cepat selesai kasus
@ikbal.harahap,​ @pakhoythailand9975 Ternak Muldongo,1 hari yang lalu,ternak muldongo
@ikanleleeeee,Nanti ketahuan palsu nya.. kasih ribet dlu kata projo,1 hari yang lalu,tahu palsu nya kasih ribet dlu kata projo
@Raden-d2k,Normalnya begitu tapi Jokowi tidak mau ...maka manusia manusia anjng peliharaan Jokowi harus berjuang...😮,1 hari yang lalu,normal jokowi manusia manusia anjng pelihara jokowi juang
@AnindyaFauziah-u2y,Ngatur aja lu ahhhh,1 hari yang lalu,ngatur lu ahhhh
@buatkuNETT,"Gak usah banyak bacot, Jokowi dulu selesaikan tunjukin ijazah nya.",1 hari yang lalu,usah banyak bacot jokowi dulu selesai tunjukin ijazah nya
@niakurniawancirayap4389,Setuju,1 hari yang lalu,tuju
@ASIAJaya-j7f5t,😂😂😂😂,2 hari yang lalu,
@bintangiskandar6926,Yang bikin Ribet mulyono..,2 hari yang lalu,bikin ribet mulyono
@IrawanOke-u6f,"Kurang atu,,,ahli waris ijazah😅😅😅",2 hari yang lalu,kurang atuahli waris ijazah
@nurivictory,Tanda kurang mampu memangkis dalil2  Pak  Roy Suryo...GBU Pak Ahmad K...pejuang kebenaran,2 hari yang lalu,tanda kurang mampu memangkis dalil pak roy suryogbu pak ahmad kpejuang benar
@UsmanMan-g2v,Dah habis banyak kok mas bagi ini itu😢,1 hari yang lalu,banyak kok mas
@ElsaelsaElsaelsa-u3l,Sekalian ahli kubur 😂,1 hari yang lalu,sekali ahli kubur
@dimasseto7248,"fakta2 yg di ajukan roy suryo cs logis dan terang benderang, sangat dragukan ijasah jokowi
dipakailah logika kekuasaan lewat polisi dengan membangun argumen dan narasi via tenaga ahli
dan pada akhir nya logika akal sehat masyarakat akan dipaksa untuk menerima logika kekuasaan itu.",1 hari yang lalu,fakta aju roy suryo cs logis terang benderang sangat dragukan ijasah jokowi pakai logika kuasa lewat polisi bangun argumen narasi via tenaga ahli akhir nya logika akal sehat masyarakat paksa terima logika kuasa
@gogotoktafian9938,​ @dimasseto7248 koar2 akal sehat padahal lagi sakit 😂,1 hari yang lalu,koar akal sehat padahal sakit
@dederahmat2121,"Termasuk pak Ndul, Ahlinya Ahli😂😂",1 hari yang lalu,masuk pak ndul ahli ahli
@Syahrul_Seven,Mau 1000 ahlipun kalu yg menguji hanya ternak nya mulyono ya omong kosong 😂,1 hari yang lalu,ahli kalu uji ternak nya mulyono omong kosong
@AndraSusilo-x9b,"Yg ahil geng panci presto,,, ahli gaduh,, mulai panikan geng panci presto 😂😂😂😂",1 hari yang lalu,ahil geng panci presto ahli gaduh mulai panik geng panci presto
@dimasseto7248, @gogotoktafian9938  jkw sepertinya lagi stres berfikir keras bagaimana keluar dari situasi ini.,1 hari yang lalu,jkw seperti stres berfikir keras bagaimana keluar situasi
@KuswonoAdiLuwanto,Dah mulai gerah gosim....cari narasi lain,1 hari yang lalu,mulai gerah gosimcari narasi
@SugiantoSugianto-o2p,Pemakan gaji buta itu bosss,1 hari yang lalu,makan gaji buta bosss
@udinjaenudin-w8r,Anak abah g akan pr caya lah,1 hari yang lalu,anak abah g pr caya lah
@bawonos024," @udinjaenudin-w8r  perasaan pemilu kemarin ada 3 capres, kok dikit2 disangka anak abah. Lupa ama Ganjar ya?",1 hari yang lalu,wr asa milu kemarin capres kok dikit sangka anak abah lupa ama ganjar
@Soco-o9m,Betul.. Aryanto penasehat yg kurang sehat,1 hari yang lalu,betul aryanto nasehat kurang sehat
@nandajohn6656,Siap² buiii royy cs. Kebiasaan org indonesia mengkritik tapi tanpa solusi,1 hari yang lalu,siap buiii royy cs biasa org indonesia kritik solusi
@nawinputra5384,Komenya anak abah😂😂😂,1 hari yang lalu,komenya anak abah
@irwanduadara,"Apapun dan berapapun ahli yang disampaikan selama tidak percaya, tetap tidak akan dipercaya",1 hari yang lalu,apa berapa ahli sampai lama percaya tetap percaya
@Relawan_NKRI,Ternaknya Mulyono tuh,1 hari yang lalu,ternak mulyono tuh
@denny5443,Kacau,1 hari yang lalu,kacau
@Nurdinsh-u6s,Pengacara yang tidak pernah menang dalam perkara pidana.,1 hari yang lalu,acara pernah menang perkara pidana
@bertywinatha7516,Buzzer panci,1 hari yang lalu,buzzer panci
@dennyadisetya79,Benar...😂,1 hari yang lalu,benar
@dennyadisetya79,​ @SugiantoSugianto-o2p Benar...😂,1 hari yang lalu,op benar
@dennyadisetya79,​ @bawonos024 Benar...😂,1 hari yang lalu,benar
@dennyadisetya79,​ @Soco-o9m Benar...😂,1 hari yang lalu,om benar
@dennyadisetya79,​ @Relawan_NKRI Benar...😂,1 hari yang lalu,benar
@wongcilik5845,Ingat kasus Vina dan Joshua serta mirna,1 hari yang lalu,ingat kasus vina joshua mirna
@maulanamalikibrahim7930,Dari dulu saya juga menduga seperti itu,1 hari yang lalu,dulu duga
@andikurniawan8365,"Byk cakap.kelihatan bgt menutupi kbohongan .ruwet...tunjukkan,teliti selesai masalh.ini bukan politik boss ini ilmiah",1 hari yang lalu,byk cakapkelihatan tutup kbohongan ruwettunjukkanteliti selesai masalhini bukan politik boss ilmiah
@MrBen-vu2oo,Hasil nasehatnya ya termasuk sambo itu kali ya😂,1 hari yang lalu,hasil nasehat masuk sambo kali
@movietrailer.9,SANGAT BETUL,1 hari yang lalu,sangat betul
@yyChanel,Penyambung lidah genk solo,1 hari yang lalu,sambung lidah genk solo
@BumiUngu,"Termul yg viral dengan kata ""Diammm""!!!!!😂😂😂",1 hari yang lalu,termul viral kata diammm
@bantaahmad-h1j7c,"Tangkap Jokowi
Penjara kan dia penipu
Dgn ijajah palsu doa
Pembohong kok Arianto gak perlu dibela pembohong",1 hari yang lalu,tangkap jokowi penjara kan tipu dgn ijajah palsu doa bohong kok arianto perlu bela bohong
@wiwinsetyawan2980,Gagasannya karena fulus,1 hari yang lalu,gagas fulus
@LuthfieWahyudi,Semoga Allah segera membalas semua Niat dan Tujuan Buruk dari para Pengacara Pak Dhe dan Penasehat Kapolri ini..,1 hari yang lalu,moga allah segera balas semua niat tuju buruk acara pak dhe nasehat kapolri
@hasyimali7611,Memang jelas terpampang,1 hari yang lalu,memang jelas pampang
@AdiIrsadi,"Aryanto jubir Mulyono, sedangkan Bareskrim milik Jokowi bukan milik rakyat",1 hari yang lalu,aryanto jubir mulyono bareskrim milik jokowi bukan milik rakyat
@beruangyutub4607,Lagian tvOne ngundang orang polri gak netral,1 hari yang lalu,lagi tvone ngundang orang polri netral
@syaifulanwar8155,mau komen kayak gitu ehhh udah di duluin 😂😂😂😂😂😂,1 hari yang lalu,komen ehhh duluin
@akhmadalimudin8962,"Sdah di rekasya semua.., pembela jkw....",1 hari yang lalu,sdah rekasya semua bela jkw
@akhmadalimudin8962,​ @Soco-o9m btulll ga msuk akal sehat,1 hari yang lalu,om btulll msuk akal sehat
@k_r1zk1,inget aryanto saat kasus vina 😂,1 hari yang lalu,inget aryanto kasus vina
@tienoa6745,Tul,1 hari yang lalu,tul
@hekpalangmati3793,"Hanya malaikat maut dan munkar nakir nanti mungkin yg akan membuatmu percaya... Mereka mengaku² membela ulama, ulama mana? Dan ulama apa... Cari ustad² yg baik sprti para ustad salaf",1 hari yang lalu,malaikat maut munkar nakir mungkin buat percaya aku bela ulama ulama mana ulama apa cari ustad baik sprti ustad salaf
@oboyaries6611,"KALO BEGITU ENAK Y KALO ADA CALON PEJABAT IJASAH NYA PALSU ,,BEKERJASAMA DENGAN OKNUM PAJABAT TERKAIT UNTUK MELOLOSKAN JABATAN NYA,,DI CURIGAI IJASAH NYA PALSU TAPI GMW NUNJUKKIN IJASAH NYA DENGAN BERBAGAI ALASSAN SAMPAI BIKIN HEBOH NASIONA ,,⁉️⁉️⁉️",1 hari yang lalu,enak y calon jabat ijasah nya palsu bekerjasama oknum pajabat kait lolos jabat nyadi curiga ijasah nya palsu gmw nunjukkin ijasah nya bagai alassan bikin heboh nasiona
@oboyaries6611,"KALO BEGITU ENAK Y KALO ADA CALON PEJABAT IJASAH NYA PALSU ,,BEKERJASAMA DENGAN OKNUM PAJABAT TERKAIT UNTUK MELOLOSKAN JABATAN NYA,,DI CURIGAI IJASAH NYA PALSU TAPI GMW NUNJUKKIN IJASAH NYA DENGAN BERBAGAI ALASSAN SAMPAI BIKIN HEBOH NASIONA ,,⁉️⁉️⁉️",1 hari yang lalu,enak y calon jabat ijasah nya palsu bekerjasama oknum pajabat kait lolos jabat nyadi curiga ijasah nya palsu gmw nunjukkin ijasah nya bagai alassan bikin heboh nasiona
@arifhidayat1575,Diammmmmmmmmm😡😡😡,1 hari yang lalu,diammmmmmmmmm
@samirinromosamirinromo9297,Klau banyak bohongnya ttg netralnya Aryanto semoga cepat kena azab Allah,1 hari yang lalu,klau banyak bohong ttg netral aryanto moga cepat kena azab allah
@alfalahrizkyhsb3858,Jawaban pengacara Jkw dan Ariyanto semakin amat sangat jauh dari substansi awal (ijazah palsu)...ngelantur kesana-sini,22 jam yang lalu,jawab acara jkw ariyanto makin sangat jauh substansi awal ijazah palsungelantur kesanasini
@zad3719,Berat sekali tugas polisi sebagai penyidik dan nanti jaksa sebagai penuntut serta hakim sebagai pemutus dalam perkara dugaan ijazah palsu ini karena ketiga instansi penegak hukum ini bagaikan “menegakkan benang basah”,22 jam yang lalu,berat sekali tugas polisi sidik jaksa tuntut hakim putus perkara duga ijazah palsu tiga instansi tegak hukum bagai tegak benang basah
@DadangDadang-z7u,Ga butuh ahli yg butuh di lihatkan ijasahnya ​ @irwanduadara ,21 jam yang lalu,butuh ahli butuh lihat ijasahnya
@senjamalam8333,Ariyanto ; DIAMMMMMMM😅😅😅,19 jam yang lalu,ariyanto diammmmmmm
@dimasanggoro9745,Setujuuu…gk pnya kapasitas tp diundang trs di tv. Payahhhh,19 jam yang lalu,setujuuugk pnya kapasitas tp undang tv payahhhh
@purwitoipung8949,"Anak abah kurang sehat semua. SDM rendah. Mau bener dewean.  Padahal udeh ketauan bikin fitnah, bikin berita bohong. Itu fakta.  He he he he",19 jam yang lalu,anak abah kurang sehat semua sdm rendah bener dewe padahal udeh tau bikin fitnah bikin berita bohong fakta he he he he
@ayamabang6039,Kan itu sudah asli lol.,1 hari yang lalu,kan asli lol
@ZULKARNAIN-qq4rl,Makanya skolah biar paham,1 hari yang lalu,makanya skolah biar paham
@asrori-z9b,"dan cari kyai yg bersih,,,,mending di sumpsh Apes 7 turunan ,,,tdk usah di proses hukum,,,,",1 hari yang lalu,cari kyai bersihmending sumpsh apes turun tdk usah proses hukum
@karismakapoor7884,"Lain halnya dengan pihak jokowi , pihak roy tidak punya dana untuk menyewa akhli.",2 hari yang lalu,hal pihak jokowi pihak roy punya dana sewa akhli
@clandestine0098,"Betul itu supaya adil, kalau saksinya dr pihak parcok saya yakin sudah di kondisikan, ini sangat tidak berimbang dan tidak adil",1 hari yang lalu,betul adil saksi dr pihak parcok yakin kondisi sangat imbang adil
@salmanalfarisi7706,HARUS ITU.!!!! AHLI DARI PIHAK ROY SURYA CS HARUS DILIBATKAN,1 hari yang lalu,ahli pihak roy surya cs libat
@pangkalgudang6752,"Aduh plis de,gak usah bawa2 nama Allah,yg perjuang kebeneran siapa,,Roy Suryo,Roy Suryo aja jadi Mentri  jaman presiden SBY dipecat",1 hari yang lalu,aduh plis degak usah bawa nama allahyg juang kebeneran siaparoy suryoroy suryo tri jaman presiden sby pecat
@agungsulistiadi8420,"Lihat aja nanty hasilnya,",2 hari yang lalu,lihat nanty hasil
@Kalyubi40Kalyubi40,Setuju,2 hari yang lalu,tuju
@bgistimewa,Bukan cerdas sih tapi ngotot,1 hari yang lalu,bukan cerdas ngotot
@mazwied477,"Kozinudin cuman pinter ngomong, tapi esensi omongannya tidak ada.....",1 hari yang lalu,kozinudin cuman pinter ngomong esensi omong
@rosalindayani7806,Bang Ahmad Khozinudin singa kebenaran di balik meja hukum yang memang sangat mencerdaskan kita,1 hari yang lalu,bang ahmad khozinudin singa benar balik meja hukum memang sangat cerdas
@AnindyaFauziah-u2y,Mencerdaskan anak abah,1 hari yang lalu,cerdas anak abah
@hanumkirana5963,Ngising,1 hari yang lalu,ngising
@blacklist4460,"Kasus sudah masuk ranah hukum,pembuktian harus dipengadilan.yg menuduh saja tidak bisa membuktikan",2 hari yang lalu,kasus masuk ranah hukumpembuktian dipengadilanyg tuduh bukti
@ulama1968-d7x,ijazah palsunya mana drun ?,2 hari yang lalu,ijazah palsu mana drun
@aguswahyu9860,"Loo.. Katanya sudah yakin 1000% palsu, ngapain merengek² ngemis² minta ditunjukin sekarang? 
😂😂😂
Buktikan aja di pengadilan nanti",2 hari yang lalu,loo kata yakin palsu ngapain rengek ngemis minta ditunjukin bukti adil
@heriwandraputra1553,"​ @blacklist4460 , kasus ini sengaja diupayakan tidak akan pernah masuk pengadilan . Pihak pro kontra tahu pasti semua itu",2 hari yang lalu,kasus sengaja upaya pernah masuk adil pihak pro kontra semua
@heriwandraputra1553,"​ @aguswahyu9860 , tidak akan pernah sampai  pengadilan itu yang diupayakan dari dulu.",2 hari yang lalu,pernah adil upaya dulu
@FirdaFarda-e5w,Bpjs km jg palsu tolong diusut,2 hari yang lalu,bpjs km palsu usut
@ebeschanel4592,masih proses pembuatan yang Asli tapi palu 😂😂😂,1 hari yang lalu,proses buat asli palu
@santosohadi9791,Jelas palsu,1 hari yang lalu,jelas palsu
@FirdaFarda-e5w,😂😂😂 sekali pecundang tetaplah pecundang,1 hari yang lalu,sekali cundang tetap cundang
@FirdaFarda-e5w,Bpjs anda pasti palsu,2 hari yang lalu,bpjs palsu
@suprihnosuprihno6080,"​ @FirdaFarda-e5w   SORY BRO BPJS MANDIRI YAA,TIDAK SEPERTI TERMUL",2 hari yang lalu,ew sory bro bpjs mandiri yaatidak termul
@MangTemo226,Mulyono msi ditanggung oleh negara ttp ujungnya uang rakyat 😂😂😂,1 hari yang lalu,mulyono msi tanggung negara ttp ujung uang rakyat
@jefrisupriyadi5541,"Orang yang salah pasti dapat ganjaranya yang buruk, lihat aja nanti siapa yang salah akan di penjara, ini semua keikut sertaan campur tangan Tuhan, bila ada yang masuk penjara jangan sampai menuding yang bukan bukan, klo nanti ada yang gak Terima itu semua kelompok dajjal yang gak percaya sama kenyataan atau campur tangan dari Tuhan.",1 hari yang lalu,orang salah ganjaranya buruk lihat siapa salah penjara semua ikut serta campur tangan tuhan bila masuk penjara jangan tuding bukan bukan klo terima semua kelompok dajjal percaya nyata campur tangan tuhan
@BOBAChanel-s1g,Buktikan bung,1 hari yang lalu,bukti bung
@BOBAChanel-s1g,​@MangTemo226 sakit ati ya😂,1 hari yang lalu,sakit ati
@FirdaFarda-e5w,​ @suprihnosuprihno6080  hahaha..😂😂😂  sory bro anda kepancing komen saya😂😂😂,1 hari yang lalu,hahaha sory bro pancing komen
@gemparka0645,Boleh juga asal dr akheerat,2 hari yang lalu,asal dr akheerat
@KangwanWan-m4n,Siapa kah ahli kejujuran,2 hari yang lalu,siapa ahli jujur
@FirdaFarda-e5w,Kalau boleh jujur bpjs km palsu atau  asli??,2 hari yang lalu,jujur bpjs km palsu asli
@ferryarbania,Semoga Pak Prabowo menyimak dan menelaah kasus ini. Mari kita lindungi anak negeri yg benar2 menjunjung hukum dan keadilan.,1 hari yang lalu,moga pak prabowo simak telaah kasus lindung anak negeri benar junjung hukum adil
@pinrizkilubis-nl9ju,"Rivai dan Aryanto kan dalam kubu yg sama, tv one mestinya hrs adil.Seyogianya undang tokoh yg lwbih netral",1 hari yang lalu,rivai aryanto kan kubu tv one mesti hrs adilseyogianya undang tokoh lwbih netral
@aurahafifahbasyarudin4141,Ahli apa ini!!!!Ijazah harus ditampilkan dimuka publik!,1 hari yang lalu,ahli apa iniijazah tampil muka publik
@Jomblon,"Definisi simpel itu apakah dengan berberlit belit ruwet gitu ya?
Logika siapa tuh..",1 hari yang lalu,definisi simpel berberlit belit ruwet logika siapa tuh
@Miskad_channel,Awalnya owi bilang ini kasus receh...😂😂😂😂 Eh recehnya udah abis brapa ow,2 hari yang lalu,awal owi bilang kasus receh eh receh brapa ow
@dwiharjanto4131,"Ya Allah tunjukkan kuasaMu ..untuk memenangkan kejujuran dan kebenaran..
Sehingga sll ada keberanian utk membela kebenaran...",2 hari yang lalu,allah tunjuk kuasa menang jujur benar sll berani utk bela benar
@muhammadmuhlasol6731,Bang Ahmad jooos mantaaaaap...,2 hari yang lalu,bang ahmad jooos mantaaaaap
@RedmiSmile-e9o,Panik gak panik gak ya panik lah masak enggak🤣🤣,11 jam yang lalu,panik panik panik lah masak enggak
@NurulArifin-dt9xd,Percayalah seluruh makhluk  mau bela sebuah kebohongan namun akhirnya kebohongan itu tetap akan terhinakan.,2 hari yang lalu,percaya seluruh makhluk bela buah bohong akhir bohong tetap hina
@wiwikwijianti9242,Diiaaammmmmm ... .. !!!!!! Pak arianto ini merangkapb jd jubir jokowi.,2 hari yang lalu (diedit),diiaaammmmmm pak arianto merangkapb jubir jokowi
@TonoAchirudin,"Yg profesional ijaZah harus bener""di buktikan di tunjukan di saksikan untuk umum secara terbuka &kejujuran... Itu baru fair",2 hari yang lalu,profesional ijazah benerdi bukti tunjuk saksi umum buka jujur baru fair
@PemudaPemuda-i2o,CEPAT SAYA SUDAH GAK SABAR MAU NONTON DEBATNYA DI PENGADILAN ANTARA P.JOKOWI VS ROY SURYO CS,7 jam yang lalu,cepat sabar nonton debat adil pjokowi vs roy suryo cs
@AbdulWahab-w2p3h,Ahlinya dari siapa apa yakin ahli ini bisa independen tanpa berpihak kesalahan satu pihak,2 hari yang lalu,ahli siapa apa yakin ahli independen pihak salah satu pihak
@d_sumihar2201,"Tuhan tidak tidur
Salah tetap salah
Kebenaran akan hadir pada waktunya
Atau,
Pengadilan akhir zaman lah yang akan menghukum semuanya, termasuk para media 👍",2 hari yang lalu,tuhan tidur salah tetap salah benar hadir waktu adil akhir zaman lah hukum semua masuk media
@catkatysgt6716,"Ahli Sambo, ahli Vina Cirebon, ahli Kanjuruhan, dan ahli Jessica.",1 hari yang lalu,ahli sambo ahli vina cirebon ahli kanjuruhan ahli jessica
@Ahmadkuryonosw,"Jokowi lsngsung tunjukkan ijazah aslinya kyk obama , selesai gk bikin gaduh terus",1 hari yang lalu,jokowi lsngsung tunjuk ijazah asli kyk obama selesai gk bikin gaduh
@bambanglukito6225,Melibatkan 1 juta ahlipun tak berfungsi kalau ahli pelapor tdk di libatkan dalam proses,2 hari yang lalu,libat juta ahli tak fungsi ahli lapor tdk libat proses
@01111002119,Ahli di bidang menutupi KEBOHONGAN,1 hari yang lalu,ahli bidang tutup bohong
@KirigayaKazuto-n3l,Sy salut dgn kecerdasan Ahmad khozididin sgt fakta yg beliau ungkapkan,2 hari yang lalu,sy salut dgn cerdas ahmad khozididin sgt fakta beliau ungkap
@ranumiazurazalfa,"Ribet banget 😂, padahal tinggal tunjukin ijasah asli nya dan di periksa keduabelah pihak , jika terbukti asli , nah baru pelapor ijasah palsu bisa di bilang fitnah dan mencemarkan nama baik . Anehhh . Ini ijasah nya belum terbukti asli udh bilang fitnah pencemaran nama baik .",15 jam yang lalu,ribet padahal tinggal tunjukin ijasah asli nya periksa keduabelah pihak bukti asli nah baru lapor ijasah palsu bilang fitnah cemar nama baik anehhh ijasah nya bukti asli bilang fitnah cemar nama baik
@josan5522,aryanto sutadi lebih pantas di sebut mewakili penasehat jokowi dari pada penasehat kapolri...karena ucapannya sangat tidak netral,1 hari yang lalu,aryanto sutadi lebih pantas sebut wakil nasehat jokowi nasehat kapolrikarena ucap sangat netral
@muhtarabanmasduki4508,Orang ini kan yang berteriak Diaaam...?😂😂😂,1 hari yang lalu,orang kan teriak diaaam
@SuwitaSari-uo3qd,Ahli goa,23 jam yang lalu,ahli goa
@DinaaaDina-m2r,Halah di tunjukkan ijasae beres GK mari2,1 jam yang lalu,halah tunjuk ijasae beres gk
@SigitLesmana-d6i,Kecil om...10 thn korupsi merajalela dan fantastis .masa  mulyono gk tau 😅...apa ada sesuatu..? Parah y,2 hari yang lalu (diedit),kecil om thn korupsi rajalela fantastis mulyono gk apa parah y
